amount,balance,cancelYn,date,storeId,transactionId
47632,961,N,2021-02-06,6717131,cc97167a-c29-4589-9548-000000006109
74900,160,Y,2021-03-07,5460431,cc07167a-c20-4589-9548-000000006110
34031,154,Y,2021-04-08,2033931,cc17167a-c21-4589-9548-000000006111
16822,282,N,2021-05-09,595361,cc27167a-c22-4589-9548-000000006112
49292,408,Y,2021-06-10,5603431,cc37167a-c23-4589-9548-000000006113
72033,19,Y,2021-07-11,6717131,cc47167a-c24-4589-9548-000000006114
89228,738,Y,2021-08-12,5460431,cc57167a-c25-4589-9548-000000006115
95088,575,Y,2021-09-13,2033931,cc67167a-c26-4589-9548-000000006116
40482,94,N,2021-10-14,595361,cc77167a-c27-4589-9548-000000006117
99329,650,Y,2021-11-15,5603431,cc87167a-c28-4589-9548-000000006118
67770,267,Y,2021-12-16,6717131,cc97167a-c29-4589-9548-000000006119
6568,798,N,2021-01-17,5460431,cc07167a-c20-4589-9548-000000006120
84185,916,Y,2021-02-18,2033931,cc17167a-c21-4589-9548-000000006121
33847,41,N,2021-03-19,595361,cc27167a-c22-4589-9548-000000006122
54779,450,Y,2021-04-20,5603431,cc37167a-c23-4589-9548-000000006123
80598,386,Y,2021-05-21,6717131,cc47167a-c24-4589-9548-000000006124
34769,534,Y,2021-06-22,5460431,cc57167a-c25-4589-9548-000000006125
20899,882,Y,2021-07-23,2033931,cc67167a-c26-4589-9548-000000006126
32141,272,N,2021-08-24,595361,cc77167a-c27-4589-9548-000000006127
37515,837,N,2021-09-25,5603431,cc87167a-c28-4589-9548-000000006128
76307,14,Y,2021-10-26,6717131,cc97167a-c29-4589-9548-000000006129
42122,839,N,2021-11-27,5460431,cc07167a-c20-4589-9548-000000006130
69250,822,Y,2021-12-28,2033931,cc17167a-c21-4589-9548-000000006131
53010,814,Y,2021-01-01,595361,cc27167a-c22-4589-9548-000000006132
81827,376,N,2021-02-02,5603431,cc37167a-c23-4589-9548-000000006133
9303,19,Y,2021-03-03,6717131,cc47167a-c24-4589-9548-000000006134
35211,18,Y,2021-04-04,5460431,cc57167a-c25-4589-9548-000000006135
26883,391,N,2021-05-05,2033931,cc67167a-c26-4589-9548-000000006136
81921,435,Y,2021-06-06,595361,cc77167a-c27-4589-9548-000000006137
58826,8,N,2021-07-07,5603431,cc87167a-c28-4589-9548-000000006138
16313,413,N,2021-08-08,6717131,cc97167a-c29-4589-9548-000000006139
87528,458,Y,2021-09-09,5460431,cc07167a-c20-4589-9548-000000006140
98623,914,Y,2021-10-10,2033931,cc17167a-c21-4589-9548-000000006141
73191,480,Y,2021-11-11,595361,cc27167a-c22-4589-9548-000000006142
91400,39,Y,2021-12-12,5603431,cc37167a-c23-4589-9548-000000006143
40319,389,N,2021-01-13,6717131,cc47167a-c24-4589-9548-000000006144
28102,119,N,2021-02-14,5460431,cc57167a-c25-4589-9548-000000006145
66914,451,Y,2021-03-15,2033931,cc67167a-c26-4589-9548-000000006146
46064,928,N,2021-04-16,595361,cc77167a-c27-4589-9548-000000006147
46516,537,Y,2021-05-17,5603431,cc87167a-c28-4589-9548-000000006148
2822,761,N,2021-06-18,6717131,cc97167a-c29-4589-9548-000000006149
28570,176,N,2021-07-19,5460431,cc07167a-c20-4589-9548-000000006150
7904,510,Y,2021-08-20,2033931,cc17167a-c21-4589-9548-000000006151
75685,582,N,2021-09-21,595361,cc27167a-c22-4589-9548-000000006152
49020,786,N,2021-10-22,5603431,cc37167a-c23-4589-9548-000000006153
97774,93,N,2021-11-23,6717131,cc47167a-c24-4589-9548-000000006154
65654,581,Y,2021-12-24,5460431,cc57167a-c25-4589-9548-000000006155
6527,220,N,2021-01-25,2033931,cc67167a-c26-4589-9548-000000006156
70077,478,N,2021-02-26,595361,cc77167a-c27-4589-9548-000000006157
9896,54,Y,2021-03-27,5603431,cc87167a-c28-4589-9548-000000006158
81111,412,Y,2021-04-28,6717131,cc97167a-c29-4589-9548-000000006159
81016,150,N,2021-05-01,5460431,cc07167a-c20-4589-9548-000000006160
97053,546,N,2021-06-02,2033931,cc17167a-c21-4589-9548-000000006161
20418,615,Y,2021-07-03,595361,cc27167a-c22-4589-9548-000000006162
27928,143,Y,2021-08-04,5603431,cc37167a-c23-4589-9548-000000006163
26768,775,N,2021-09-05,6717131,cc47167a-c24-4589-9548-000000006164
92834,201,N,2021-10-06,5460431,cc57167a-c25-4589-9548-000000006165
22534,373,Y,2021-11-07,2033931,cc67167a-c26-4589-9548-000000006166
10865,158,N,2021-12-08,595361,cc77167a-c27-4589-9548-000000006167
28562,696,Y,2021-01-09,5603431,cc87167a-c28-4589-9548-000000006168
66,868,Y,2021-02-10,6717131,cc97167a-c29-4589-9548-000000006169
81315,978,N,2021-03-11,5460431,cc07167a-c20-4589-9548-000000006170
94261,60,Y,2021-04-12,2033931,cc17167a-c21-4589-9548-000000006171
75762,411,N,2021-05-13,595361,cc27167a-c22-4589-9548-000000006172
39895,641,Y,2021-06-14,5603431,cc37167a-c23-4589-9548-000000006173
86418,25,N,2021-07-15,6717131,cc47167a-c24-4589-9548-000000006174
68024,908,N,2021-08-16,5460431,cc57167a-c25-4589-9548-000000006175
99544,891,N,2021-09-17,2033931,cc67167a-c26-4589-9548-000000006176
79563,791,Y,2021-10-18,595361,cc77167a-c27-4589-9548-000000006177
38268,64,N,2021-11-19,5603431,cc87167a-c28-4589-9548-000000006178
98645,665,N,2021-12-20,6717131,cc97167a-c29-4589-9548-000000006179
15447,964,N,2021-01-21,5460431,cc07167a-c20-4589-9548-000000006180
5756,121,N,2021-02-22,2033931,cc17167a-c21-4589-9548-000000006181
89375,430,N,2021-03-23,595361,cc27167a-c22-4589-9548-000000006182
14943,980,Y,2021-04-24,5603431,cc37167a-c23-4589-9548-000000006183
76357,535,N,2021-05-25,6717131,cc47167a-c24-4589-9548-000000006184
9959,730,N,2021-06-26,5460431,cc57167a-c25-4589-9548-000000006185
70622,341,N,2021-07-27,2033931,cc67167a-c26-4589-9548-000000006186
18062,611,Y,2021-08-28,595361,cc77167a-c27-4589-9548-000000006187
71668,668,N,2021-09-01,5603431,cc87167a-c28-4589-9548-000000006188
56672,951,N,2021-10-02,6717131,cc97167a-c29-4589-9548-000000006189
82866,25,Y,2021-11-03,5460431,cc07167a-c20-4589-9548-000000006190
26282,982,N,2021-12-04,2033931,cc17167a-c21-4589-9548-000000006191
13197,869,N,2021-01-05,595361,cc27167a-c22-4589-9548-000000006192
19153,454,Y,2021-02-06,5603431,cc37167a-c23-4589-9548-000000006193
70920,961,Y,2021-03-07,6717131,cc47167a-c24-4589-9548-000000006194
71552,891,N,2021-04-08,5460431,cc57167a-c25-4589-9548-000000006195
64887,427,N,2021-05-09,2033931,cc67167a-c26-4589-9548-000000006196
45621,756,Y,2021-06-10,595361,cc77167a-c27-4589-9548-000000006197
99432,567,N,2021-07-11,5603431,cc87167a-c28-4589-9548-000000006198
55445,474,Y,2021-08-12,6717131,cc97167a-c29-4589-9548-000000006199
68081,36,N,2021-09-13,5460431,cc07167a-c20-4589-9548-000000006200
90692,836,Y,2021-10-14,2033931,cc17167a-c21-4589-9548-000000006201
80212,358,Y,2021-11-15,595361,cc27167a-c22-4589-9548-000000006202
19159,302,N,2021-12-16,5603431,cc37167a-c23-4589-9548-000000006203
37355,414,Y,2021-01-17,6717131,cc47167a-c24-4589-9548-000000006204
11499,39,Y,2021-02-18,5460431,cc57167a-c25-4589-9548-000000006205
20312,435,N,2021-03-19,2033931,cc67167a-c26-4589-9548-000000006206
89717,406,Y,2021-04-20,595361,cc77167a-c27-4589-9548-000000006207
42590,653,Y,2021-05-21,5603431,cc87167a-c28-4589-9548-000000006208
18131,382,N,2021-06-22,6717131,cc97167a-c29-4589-9548-000000006209
86697,615,Y,2021-07-23,5460431,cc07167a-c20-4589-9548-000000006210
45842,10,Y,2021-08-24,2033931,cc17167a-c21-4589-9548-000000006211
81759,361,Y,2021-09-25,595361,cc27167a-c22-4589-9548-000000006212
23756,860,Y,2021-10-26,5603431,cc37167a-c23-4589-9548-000000006213
63601,826,N,2021-11-27,6717131,cc47167a-c24-4589-9548-000000006214
80886,124,N,2021-12-28,5460431,cc57167a-c25-4589-9548-000000006215
34055,200,N,2021-01-01,2033931,cc67167a-c26-4589-9548-000000006216
19009,362,N,2021-02-02,595361,cc77167a-c27-4589-9548-000000006217
92043,403,Y,2021-03-03,5603431,cc87167a-c28-4589-9548-000000006218
80361,523,N,2021-04-04,6717131,cc97167a-c29-4589-9548-000000006219
11391,90,Y,2021-05-05,5460431,cc07167a-c20-4589-9548-000000006220
83619,123,Y,2021-06-06,2033931,cc17167a-c21-4589-9548-000000006221
24964,808,N,2021-07-07,595361,cc27167a-c22-4589-9548-000000006222
80972,784,Y,2021-08-08,5603431,cc37167a-c23-4589-9548-000000006223
16714,187,N,2021-09-09,6717131,cc47167a-c24-4589-9548-000000006224
79144,243,N,2021-10-10,5460431,cc57167a-c25-4589-9548-000000006225
69980,686,Y,2021-11-11,2033931,cc67167a-c26-4589-9548-000000006226
278,950,N,2021-12-12,595361,cc77167a-c27-4589-9548-000000006227
4606,448,N,2021-01-13,5603431,cc87167a-c28-4589-9548-000000006228
68370,270,N,2021-02-14,6717131,cc97167a-c29-4589-9548-000000006229
48635,814,N,2021-03-15,5460431,cc07167a-c20-4589-9548-000000006230
68243,475,N,2021-04-16,2033931,cc17167a-c21-4589-9548-000000006231
6697,28,N,2021-05-17,595361,cc27167a-c22-4589-9548-000000006232
15443,335,N,2021-06-18,5603431,cc37167a-c23-4589-9548-000000006233
94585,939,N,2021-07-19,6717131,cc47167a-c24-4589-9548-000000006234
70583,976,N,2021-08-20,5460431,cc57167a-c25-4589-9548-000000006235
54590,392,Y,2021-09-21,2033931,cc67167a-c26-4589-9548-000000006236
26304,254,Y,2021-10-22,595361,cc77167a-c27-4589-9548-000000006237
31367,762,N,2021-11-23,5603431,cc87167a-c28-4589-9548-000000006238
20049,867,N,2021-12-24,6717131,cc97167a-c29-4589-9548-000000006239
32827,896,Y,2021-01-25,5460431,cc07167a-c20-4589-9548-000000006240
13943,451,N,2021-02-26,2033931,cc17167a-c21-4589-9548-000000006241
34739,419,N,2021-03-27,595361,cc27167a-c22-4589-9548-000000006242
92556,542,N,2021-04-28,5603431,cc37167a-c23-4589-9548-000000006243
81681,64,N,2021-05-01,6717131,cc47167a-c24-4589-9548-000000006244
17763,671,N,2021-06-02,5460431,cc57167a-c25-4589-9548-000000006245
20205,977,N,2021-07-03,2033931,cc67167a-c26-4589-9548-000000006246
50935,406,N,2021-08-04,595361,cc77167a-c27-4589-9548-000000006247
79734,49,Y,2021-09-05,5603431,cc87167a-c28-4589-9548-000000006248
75907,672,Y,2021-10-06,6717131,cc97167a-c29-4589-9548-000000006249
73642,776,N,2021-11-07,5460431,cc07167a-c20-4589-9548-000000006250
57054,346,Y,2021-12-08,2033931,cc17167a-c21-4589-9548-000000006251
43475,633,Y,2021-01-09,595361,cc27167a-c22-4589-9548-000000006252
70907,471,Y,2021-02-10,5603431,cc37167a-c23-4589-9548-000000006253
84951,646,Y,2021-03-11,6717131,cc47167a-c24-4589-9548-000000006254
90732,884,N,2021-04-12,5460431,cc57167a-c25-4589-9548-000000006255
64066,916,N,2021-05-13,2033931,cc67167a-c26-4589-9548-000000006256
28125,993,N,2021-06-14,595361,cc77167a-c27-4589-9548-000000006257
51267,357,N,2021-07-15,5603431,cc87167a-c28-4589-9548-000000006258
31463,103,N,2021-08-16,6717131,cc97167a-c29-4589-9548-000000006259
93102,612,Y,2021-09-17,5460431,cc07167a-c20-4589-9548-000000006260
64927,180,Y,2021-10-18,2033931,cc17167a-c21-4589-9548-000000006261
7882,47,Y,2021-11-19,595361,cc27167a-c22-4589-9548-000000006262
5843,64,Y,2021-12-20,5603431,cc37167a-c23-4589-9548-000000006263
99431,28,Y,2021-01-21,6717131,cc47167a-c24-4589-9548-000000006264
69196,667,N,2021-02-22,5460431,cc57167a-c25-4589-9548-000000006265
16382,850,N,2021-03-23,2033931,cc67167a-c26-4589-9548-000000006266
14442,794,N,2021-04-24,595361,cc77167a-c27-4589-9548-000000006267
8346,749,N,2021-05-25,5603431,cc87167a-c28-4589-9548-000000006268
45870,29,N,2021-06-26,6717131,cc97167a-c29-4589-9548-000000006269
32186,546,N,2021-07-27,5460431,cc07167a-c20-4589-9548-000000006270
82532,133,N,2021-08-28,2033931,cc17167a-c21-4589-9548-000000006271
33525,361,Y,2021-09-01,595361,cc27167a-c22-4589-9548-000000006272
96724,116,Y,2021-10-02,5603431,cc37167a-c23-4589-9548-000000006273
81387,63,N,2021-11-03,6717131,cc47167a-c24-4589-9548-000000006274
91966,835,Y,2021-12-04,5460431,cc57167a-c25-4589-9548-000000006275
52918,212,N,2021-01-05,2033931,cc67167a-c26-4589-9548-000000006276
40883,443,Y,2021-02-06,595361,cc77167a-c27-4589-9548-000000006277
57576,999,N,2021-03-07,5603431,cc87167a-c28-4589-9548-000000006278
22652,764,Y,2021-04-08,6717131,cc97167a-c29-4589-9548-000000006279
27347,16,Y,2021-05-09,5460431,cc07167a-c20-4589-9548-000000006280
94298,863,N,2021-06-10,2033931,cc17167a-c21-4589-9548-000000006281
779,960,Y,2021-07-11,595361,cc27167a-c22-4589-9548-000000006282
31501,186,Y,2021-08-12,5603431,cc37167a-c23-4589-9548-000000006283
6052,855,Y,2021-09-13,6717131,cc47167a-c24-4589-9548-000000006284
94616,629,Y,2021-10-14,5460431,cc57167a-c25-4589-9548-000000006285
77435,330,N,2021-11-15,2033931,cc67167a-c26-4589-9548-000000006286
23586,718,N,2021-12-16,595361,cc77167a-c27-4589-9548-000000006287
99190,677,Y,2021-01-17,5603431,cc87167a-c28-4589-9548-000000006288
35269,849,Y,2021-02-18,6717131,cc97167a-c29-4589-9548-000000006289
25023,171,Y,2021-03-19,5460431,cc07167a-c20-4589-9548-000000006290
6788,170,Y,2021-04-20,2033931,cc17167a-c21-4589-9548-000000006291
88031,39,Y,2021-05-21,595361,cc27167a-c22-4589-9548-000000006292
88713,744,Y,2021-06-22,5603431,cc37167a-c23-4589-9548-000000006293
58786,172,Y,2021-07-23,6717131,cc47167a-c24-4589-9548-000000006294
62158,365,N,2021-08-24,5460431,cc57167a-c25-4589-9548-000000006295
10524,741,N,2021-09-25,2033931,cc67167a-c26-4589-9548-000000006296
95647,473,N,2021-10-26,595361,cc77167a-c27-4589-9548-000000006297
68856,995,Y,2021-11-27,5603431,cc87167a-c28-4589-9548-000000006298
90676,666,N,2021-12-28,6717131,cc97167a-c29-4589-9548-000000006299
54032,962,Y,2021-01-01,5460431,cc07167a-c20-4589-9548-000000006300
34575,202,Y,2021-02-02,2033931,cc17167a-c21-4589-9548-000000006301
79574,751,N,2021-03-03,595361,cc27167a-c22-4589-9548-000000006302
42272,528,Y,2021-04-04,5603431,cc37167a-c23-4589-9548-000000006303
75987,892,Y,2021-05-05,6717131,cc47167a-c24-4589-9548-000000006304
91336,938,Y,2021-06-06,5460431,cc57167a-c25-4589-9548-000000006305
91630,504,Y,2021-07-07,2033931,cc67167a-c26-4589-9548-000000006306
26340,185,N,2021-08-08,595361,cc77167a-c27-4589-9548-000000006307
41160,342,Y,2021-09-09,5603431,cc87167a-c28-4589-9548-000000006308
65234,737,Y,2021-10-10,6717131,cc97167a-c29-4589-9548-000000006309
35629,89,Y,2021-11-11,5460431,cc07167a-c20-4589-9548-000000006310
84214,886,N,2021-12-12,2033931,cc17167a-c21-4589-9548-000000006311
75191,482,N,2021-01-13,595361,cc27167a-c22-4589-9548-000000006312
65025,607,N,2021-02-14,5603431,cc37167a-c23-4589-9548-000000006313
94653,160,Y,2021-03-15,6717131,cc47167a-c24-4589-9548-000000006314
49345,65,N,2021-04-16,5460431,cc57167a-c25-4589-9548-000000006315
74662,546,N,2021-05-17,2033931,cc67167a-c26-4589-9548-000000006316
19332,472,Y,2021-06-18,595361,cc77167a-c27-4589-9548-000000006317
10867,382,N,2021-07-19,5603431,cc87167a-c28-4589-9548-000000006318
99453,755,N,2021-08-20,6717131,cc97167a-c29-4589-9548-000000006319
31922,461,N,2021-09-21,5460431,cc07167a-c20-4589-9548-000000006320
53130,776,N,2021-10-22,2033931,cc17167a-c21-4589-9548-000000006321
24327,218,Y,2021-11-23,595361,cc27167a-c22-4589-9548-000000006322
26638,657,N,2021-12-24,5603431,cc37167a-c23-4589-9548-000000006323
86473,867,Y,2021-01-25,6717131,cc47167a-c24-4589-9548-000000006324
30657,433,N,2021-02-26,5460431,cc57167a-c25-4589-9548-000000006325
92423,203,N,2021-03-27,2033931,cc67167a-c26-4589-9548-000000006326
70562,273,Y,2021-04-28,595361,cc77167a-c27-4589-9548-000000006327
71639,406,N,2021-05-01,5603431,cc87167a-c28-4589-9548-000000006328
96790,970,N,2021-06-02,6717131,cc97167a-c29-4589-9548-000000006329
47800,421,Y,2021-07-03,5460431,cc07167a-c20-4589-9548-000000006330
47364,208,Y,2021-08-04,2033931,cc17167a-c21-4589-9548-000000006331
72668,815,Y,2021-09-05,595361,cc27167a-c22-4589-9548-000000006332
55923,54,N,2021-10-06,5603431,cc37167a-c23-4589-9548-000000006333
88059,208,N,2021-11-07,6717131,cc47167a-c24-4589-9548-000000006334
69160,794,N,2021-12-08,5460431,cc57167a-c25-4589-9548-000000006335
35815,843,Y,2021-01-09,2033931,cc67167a-c26-4589-9548-000000006336
78294,90,N,2021-02-10,595361,cc77167a-c27-4589-9548-000000006337
29612,680,Y,2021-03-11,5603431,cc87167a-c28-4589-9548-000000006338
77724,618,Y,2021-04-12,6717131,cc97167a-c29-4589-9548-000000006339
47294,441,N,2021-05-13,5460431,cc07167a-c20-4589-9548-000000006340
62849,398,N,2021-06-14,2033931,cc17167a-c21-4589-9548-000000006341
36308,488,Y,2021-07-15,595361,cc27167a-c22-4589-9548-000000006342
66375,241,Y,2021-08-16,5603431,cc37167a-c23-4589-9548-000000006343
70350,780,N,2021-09-17,6717131,cc47167a-c24-4589-9548-000000006344
21598,794,N,2021-10-18,5460431,cc57167a-c25-4589-9548-000000006345
51561,999,Y,2021-11-19,2033931,cc67167a-c26-4589-9548-000000006346
88591,931,N,2021-12-20,595361,cc77167a-c27-4589-9548-000000006347
95078,19,N,2021-01-21,5603431,cc87167a-c28-4589-9548-000000006348
40033,581,Y,2021-02-22,6717131,cc97167a-c29-4589-9548-000000006349
55842,521,N,2021-03-23,5460431,cc07167a-c20-4589-9548-000000006350
14034,850,N,2021-04-24,2033931,cc17167a-c21-4589-9548-000000006351
52302,645,Y,2021-05-25,595361,cc27167a-c22-4589-9548-000000006352
39404,315,Y,2021-06-26,5603431,cc37167a-c23-4589-9548-000000006353
12981,891,Y,2021-07-27,6717131,cc47167a-c24-4589-9548-000000006354
4095,354,Y,2021-08-28,5460431,cc57167a-c25-4589-9548-000000006355
50109,747,Y,2021-09-01,2033931,cc67167a-c26-4589-9548-000000006356
20745,772,N,2021-10-02,595361,cc77167a-c27-4589-9548-000000006357
4204,439,Y,2021-11-03,5603431,cc87167a-c28-4589-9548-000000006358
72838,865,Y,2021-12-04,6717131,cc97167a-c29-4589-9548-000000006359
15264,423,Y,2021-01-05,5460431,cc07167a-c20-4589-9548-000000006360
14859,550,Y,2021-02-06,2033931,cc17167a-c21-4589-9548-000000006361
48469,640,N,2021-03-07,595361,cc27167a-c22-4589-9548-000000006362
14557,181,N,2021-04-08,5603431,cc37167a-c23-4589-9548-000000006363
36347,399,Y,2021-05-09,6717131,cc47167a-c24-4589-9548-000000006364
4974,347,N,2021-06-10,5460431,cc57167a-c25-4589-9548-000000006365
20560,935,N,2021-07-11,2033931,cc67167a-c26-4589-9548-000000006366
60046,512,Y,2021-08-12,595361,cc77167a-c27-4589-9548-000000006367
90930,851,N,2021-09-13,5603431,cc87167a-c28-4589-9548-000000006368
86725,88,N,2021-10-14,6717131,cc97167a-c29-4589-9548-000000006369
24287,178,N,2021-11-15,5460431,cc07167a-c20-4589-9548-000000006370
5932,829,N,2021-12-16,2033931,cc17167a-c21-4589-9548-000000006371
22599,668,N,2021-01-17,595361,cc27167a-c22-4589-9548-000000006372
56452,834,N,2021-02-18,5603431,cc37167a-c23-4589-9548-000000006373
69993,491,N,2021-03-19,6717131,cc47167a-c24-4589-9548-000000006374
61994,624,Y,2021-04-20,5460431,cc57167a-c25-4589-9548-000000006375
63861,555,N,2021-05-21,2033931,cc67167a-c26-4589-9548-000000006376
95074,235,N,2021-06-22,595361,cc77167a-c27-4589-9548-000000006377
49514,680,Y,2021-07-23,5603431,cc87167a-c28-4589-9548-000000006378
78774,18,N,2021-08-24,6717131,cc97167a-c29-4589-9548-000000006379
60712,271,Y,2021-09-25,5460431,cc07167a-c20-4589-9548-000000006380
1213,717,Y,2021-10-26,2033931,cc17167a-c21-4589-9548-000000006381
7031,290,N,2021-11-27,595361,cc27167a-c22-4589-9548-000000006382
16829,721,Y,2021-12-28,5603431,cc37167a-c23-4589-9548-000000006383
82835,706,N,2021-01-01,6717131,cc47167a-c24-4589-9548-000000006384
3674,475,N,2021-02-02,5460431,cc57167a-c25-4589-9548-000000006385
93468,900,N,2021-03-03,2033931,cc67167a-c26-4589-9548-000000006386
94889,136,Y,2021-04-04,595361,cc77167a-c27-4589-9548-000000006387
92647,277,N,2021-05-05,5603431,cc87167a-c28-4589-9548-000000006388
26714,721,Y,2021-06-06,6717131,cc97167a-c29-4589-9548-000000006389
36744,221,Y,2021-07-07,5460431,cc07167a-c20-4589-9548-000000006390
38708,637,Y,2021-08-08,2033931,cc17167a-c21-4589-9548-000000006391
5172,818,N,2021-09-09,595361,cc27167a-c22-4589-9548-000000006392
2688,167,N,2021-10-10,5603431,cc37167a-c23-4589-9548-000000006393
35114,975,N,2021-11-11,6717131,cc47167a-c24-4589-9548-000000006394
4128,320,N,2021-12-12,5460431,cc57167a-c25-4589-9548-000000006395
86052,809,N,2021-01-13,2033931,cc67167a-c26-4589-9548-000000006396
54594,98,N,2021-02-14,595361,cc77167a-c27-4589-9548-000000006397
78601,952,Y,2021-03-15,5603431,cc87167a-c28-4589-9548-000000006398
37049,158,N,2021-04-16,6717131,cc97167a-c29-4589-9548-000000006399
43889,82,N,2021-05-17,5460431,cc07167a-c20-4589-9548-000000006400
50594,752,Y,2021-06-18,2033931,cc17167a-c21-4589-9548-000000006401
97647,745,N,2021-07-19,595361,cc27167a-c22-4589-9548-000000006402
89416,745,Y,2021-08-20,5603431,cc37167a-c23-4589-9548-000000006403
25286,90,N,2021-09-21,6717131,cc47167a-c24-4589-9548-000000006404
52806,809,N,2021-10-22,5460431,cc57167a-c25-4589-9548-000000006405
25058,643,N,2021-11-23,2033931,cc67167a-c26-4589-9548-000000006406
82852,10,N,2021-12-24,595361,cc77167a-c27-4589-9548-000000006407
72898,647,Y,2021-01-25,5603431,cc87167a-c28-4589-9548-000000006408
11191,202,N,2021-02-26,6717131,cc97167a-c29-4589-9548-000000006409
55439,269,Y,2021-03-27,5460431,cc07167a-c20-4589-9548-000000006410
33937,89,N,2021-04-28,2033931,cc17167a-c21-4589-9548-000000006411
99688,4,N,2021-05-01,595361,cc27167a-c22-4589-9548-000000006412
73843,330,N,2021-06-02,5603431,cc37167a-c23-4589-9548-000000006413
28628,357,Y,2021-07-03,6717131,cc47167a-c24-4589-9548-000000006414
5783,971,N,2021-08-04,5460431,cc57167a-c25-4589-9548-000000006415
31771,416,N,2021-09-05,2033931,cc67167a-c26-4589-9548-000000006416
47774,874,N,2021-10-06,595361,cc77167a-c27-4589-9548-000000006417
70953,573,Y,2021-11-07,5603431,cc87167a-c28-4589-9548-000000006418
56371,481,N,2021-12-08,6717131,cc97167a-c29-4589-9548-000000006419
81156,577,Y,2021-01-09,5460431,cc07167a-c20-4589-9548-000000006420
29874,478,N,2021-02-10,2033931,cc17167a-c21-4589-9548-000000006421
68152,767,Y,2021-03-11,595361,cc27167a-c22-4589-9548-000000006422
81532,42,Y,2021-04-12,5603431,cc37167a-c23-4589-9548-000000006423
52832,170,Y,2021-05-13,6717131,cc47167a-c24-4589-9548-000000006424
13651,716,Y,2021-06-14,5460431,cc57167a-c25-4589-9548-000000006425
38071,653,Y,2021-07-15,2033931,cc67167a-c26-4589-9548-000000006426
89994,958,Y,2021-08-16,595361,cc77167a-c27-4589-9548-000000006427
81257,429,N,2021-09-17,5603431,cc87167a-c28-4589-9548-000000006428
89476,284,Y,2021-10-18,6717131,cc97167a-c29-4589-9548-000000006429
47857,484,Y,2021-11-19,5460431,cc07167a-c20-4589-9548-000000006430
51760,673,N,2021-12-20,2033931,cc17167a-c21-4589-9548-000000006431
86097,400,N,2021-01-21,595361,cc27167a-c22-4589-9548-000000006432
90245,14,Y,2021-02-22,5603431,cc37167a-c23-4589-9548-000000006433
65843,862,N,2021-03-23,6717131,cc47167a-c24-4589-9548-000000006434
77760,438,N,2021-04-24,5460431,cc57167a-c25-4589-9548-000000006435
15095,635,Y,2021-05-25,2033931,cc67167a-c26-4589-9548-000000006436
74482,965,Y,2021-06-26,595361,cc77167a-c27-4589-9548-000000006437
59317,711,Y,2021-07-27,5603431,cc87167a-c28-4589-9548-000000006438
434,946,N,2021-08-28,6717131,cc97167a-c29-4589-9548-000000006439
98412,560,Y,2021-09-01,5460431,cc07167a-c20-4589-9548-000000006440
22979,749,Y,2021-10-02,2033931,cc17167a-c21-4589-9548-000000006441
5443,260,N,2021-11-03,595361,cc27167a-c22-4589-9548-000000006442
77707,277,Y,2021-12-04,5603431,cc37167a-c23-4589-9548-000000006443
54834,715,N,2021-01-05,6717131,cc47167a-c24-4589-9548-000000006444
45859,601,N,2021-02-06,5460431,cc57167a-c25-4589-9548-000000006445
46598,158,N,2021-03-07,2033931,cc67167a-c26-4589-9548-000000006446
78483,682,Y,2021-04-08,595361,cc77167a-c27-4589-9548-000000006447
16259,843,Y,2021-05-09,5603431,cc87167a-c28-4589-9548-000000006448
80811,334,N,2021-06-10,6717131,cc97167a-c29-4589-9548-000000006449
98706,777,N,2021-07-11,5460431,cc07167a-c20-4589-9548-000000006450
68518,285,N,2021-08-12,2033931,cc17167a-c21-4589-9548-000000006451
16447,808,Y,2021-09-13,595361,cc27167a-c22-4589-9548-000000006452
87788,794,Y,2021-10-14,5603431,cc37167a-c23-4589-9548-000000006453
44933,171,Y,2021-11-15,6717131,cc47167a-c24-4589-9548-000000006454
17835,655,Y,2021-12-16,5460431,cc57167a-c25-4589-9548-000000006455
91687,283,Y,2021-01-17,2033931,cc67167a-c26-4589-9548-000000006456
22730,392,Y,2021-02-18,595361,cc77167a-c27-4589-9548-000000006457
68411,983,Y,2021-03-19,5603431,cc87167a-c28-4589-9548-000000006458
29704,347,Y,2021-04-20,6717131,cc97167a-c29-4589-9548-000000006459
72668,630,N,2021-05-21,5460431,cc07167a-c20-4589-9548-000000006460
14887,489,Y,2021-06-22,2033931,cc17167a-c21-4589-9548-000000006461
39299,457,N,2021-07-23,595361,cc27167a-c22-4589-9548-000000006462
18781,996,Y,2021-08-24,5603431,cc37167a-c23-4589-9548-000000006463
75756,385,N,2021-09-25,6717131,cc47167a-c24-4589-9548-000000006464
5015,654,Y,2021-10-26,5460431,cc57167a-c25-4589-9548-000000006465
12276,391,Y,2021-11-27,2033931,cc67167a-c26-4589-9548-000000006466
62066,563,Y,2021-12-28,595361,cc77167a-c27-4589-9548-000000006467
72758,595,Y,2021-01-01,5603431,cc87167a-c28-4589-9548-000000006468
40678,685,N,2021-02-02,6717131,cc97167a-c29-4589-9548-000000006469
71819,770,Y,2021-03-03,5460431,cc07167a-c20-4589-9548-000000006470
69043,493,Y,2021-04-04,2033931,cc17167a-c21-4589-9548-000000006471
90594,124,N,2021-05-05,595361,cc27167a-c22-4589-9548-000000006472
13485,989,Y,2021-06-06,5603431,cc37167a-c23-4589-9548-000000006473
